Datetime,DUQ,Estimated_Temp_C
2010-10-06,1589.9166666666667,10.746032258064515
2010-10-07,1551.2916666666667,10.54383870967742
2010-10-08,1533.0,10.341645161290323
2010-10-09,1377.6666666666667,10.139451612903226
2010-10-10,1340.625,9.93725806451613
2010-10-11,1565.6666666666667,9.735064516129032
2010-10-12,1572.6666666666667,9.532870967741935
2010-10-13,1557.0,9.330677419354839
2010-10-14,1529.6666666666667,9.128483870967742
2010-10-15,1530.4583333333333,8.926290322580645
2010-10-16,1383.2916666666667,8.724096774193548
2010-10-17,1310.8333333333333,8.52190322580645
2010-10-18,1500.375,8.319709677419354
2010-10-19,1524.375,8.117516129032257
2010-10-20,1555.0833333333333,7.915322580645161
2010-10-21,1552.4166666666667,7.713129032258064
2010-10-22,1549.875,7.510935483870967
2010-10-23,1400.0416666666667,7.30874193548387
2010-10-24,1352.5,7.106548387096774
2010-10-25,1540.6666666666667,6.904354838709677
2010-10-26,1596.1666666666667,6.7021612903225805
2010-10-27,1571.9166666666667,6.4999677419354835
2010-10-28,1542.0833333333333,6.297774193548387
2010-10-29,1562.9166666666667,6.09558064516129
2010-10-30,1454.9583333333333,5.893387096774194
2010-10-31,1419.4166666666667,5.691193548387097
2010-11-01,1631.5833333333333,5.489
2010-11-02,1679.0833333333333,5.174966666666666
2010-11-03,1689.5,4.8609333333333336
2010-11-04,1663.375,4.5469
2010-11-05,1653.5,4.232866666666666
2010-11-06,1517.625,3.918833333333333
2010-11-07,1486.391304347826,3.6048
2010-11-08,1644.0416666666667,3.2907666666666664
2010-11-09,1639.2083333333333,2.9767333333333332
2010-11-10,1648.125,2.6627
2010-11-11,1614.5416666666667,2.3486666666666665
2010-11-12,1597.2916666666667,2.0346333333333333
2010-11-13,1452.875,1.7206000000000001
2010-11-14,1427.0416666666667,1.4065666666666665
2010-11-15,1602.1666666666667,1.092533333333333
2010-11-16,1631.75,0.7785000000000002
2010-11-17,1645.1666666666667,0.4644666666666666
2010-11-18,1669.625,0.15043333333333297
2010-11-19,1652.25,-0.16359999999999975
2010-11-20,1532.5833333333333,-0.47763333333333335
2010-11-21,1501.9583333333333,-0.791666666666667
2010-11-22,1561.4166666666667,-1.1056999999999997
2010-11-23,1562.2916666666667,-1.4197333333333333
2010-11-24,1618.75,-1.733766666666667
2010-11-25,1417.9166666666667,-2.0477999999999996
2010-11-26,1481.75,-2.3618333333333332
2010-11-27,1547.0,-2.675866666666667
